Area,City,NPS,NPS Label,Ambience And Atmosphere,Curriculum and Activities,Visit Booking Process,Environment And Facilities,Information and Experience,Questions,Nutritious Meals,Value For Money,Survey Response Date [GMT],Responded Week Starting on [GMT],Survey Sent Date [GMT],Start Date,NPS Feedback Categories,Improvement Feedback Categories,Response Month (YYYY-MM),Response Year (YYYY),Response Quarter (YYYY-Q#),Workflow Status,Last Modified Date,Division
10,Parkes,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,5. Strongly Agree,11/02/2022 0:00,07/02/2022 0:00,11/02/2022 0:00,09/02/2022 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs"",""Environment & Facilities""",,2022-02,2022,2022-Q1,Closed,08/03/2022 16:06,Blue
3,Rutherford,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,11/02/2022 0:00,07/02/2022 0:00,11/02/2022 0:00,08/02/2022 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2022-02,2022,2022-Q1,Closed,03/03/2022 9:50,Red
24,Redlynch,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,5. Strongly Agree,5. Strongly Agree,11/02/2022 0:00,07/02/2022 0:00,02/02/2022 0:00,22/01/2022 0:00,"""Campus Directors & Educators"",""Curriculum & Programs""",,2022-02,2022,2022-Q1,Pending,07/02/2022 20:50,Purple
2,Gladstone,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,10/02/2022 0:00,07/02/2022 0:00,,31/01/2022 0:00,"""Campus Directors & Educators"",""Threat of Leaving""","""Head Office Interactions""",2022-02,2022,2022-Q1,Closed,28/02/2022 14:10,Red
2,Mount Gambier,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,10/02/2022 0:00,07/02/2022 0:00,09/02/2022 0:00,07/02/2022 0:00,"""Campus Directors & Educators"",""Communication""",,2022-02,2022,2022-Q1,Closed,01/03/2022 9:50,Red
2,Moe,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,10/02/2022 0:00,07/02/2022 0:00,09/02/2022 0:00,02/02/2022 0:00,"""Curriculum & Programs""",,2022-02,2022,2022-Q1,Closed,01/03/2022 9:50,Red
10,Jimboomba,10,Promoter,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,09/02/2022 0:00,07/02/2022 0:00,09/02/2022 0:00,02/02/2022 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs""",,2022-02,2022,2022-Q1,Closed,08/03/2022 8:44,Blue
20,Coffs Harbour,10,Promoter,4. Agree,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,09/02/2022 0:00,07/02/2022 0:00,09/02/2022 0:00,07/02/2022 0:00,"""Communication""",,2022-02,2022,2022-Q1,Pending,09/02/2022 20:53,Purple
18,Benalla,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,09/02/2022 0:00,07/02/2022 0:00,09/02/2022 0:00,07/02/2022 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Curriculum & Programs"",""Environment & Facilities""","""Environment & Facilities"",""Head Office Interactions""",2022-02,2022,2022-Q1,Closed,08/04/2022 16:31,Purple
24,Tuncurry,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,09/02/2022 0:00,07/02/2022 0:00,09/02/2022 0:00,04/02/2022 0:00,"""Curriculum & Programs""",,2022-02,2022,2022-Q1,Closed,28/02/2022 14:10,Purple
2,Dunsborough,10,Promoter,,,,,,,,,09/02/2022 0:00,07/02/2022 0:00,09/02/2022 0:00,07/02/2022 0:00,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",,2022-02,2022,2022-Q1,Closed,01/03/2022 9:53,Red
12,Yanchep,10,Promoter,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,09/02/2022 0:00,07/02/2022 0:00,09/02/2022 0:00,03/02/2022 0:00,"""Cleanliness & Hygiene""",,2022-02,2022,2022-Q1,Pending,09/02/2022 20:53,Blue
7,Narrabri,8,Neutral,,,5. Strongly Agree,,5. Strongly Agree,,,,09/02/2022 0:00,07/02/2022 0:00,09/02/2022 0:00,04/02/2022 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs""",,2022-02,2022,2022-Q1,Closed,28/02/2022 15:45,Blue
11,Banora Point,10,Promoter,,,,,,,,,09/02/2022 0:00,07/02/2022 0:00,09/02/2022 0:00,04/02/2022 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2022-02,2022,2022-Q1,Pending,09/02/2022 20:53,Blue
13,Alice Springs,10,Promoter,5. Strongly Agree,5. Strongly Agree,2. Disagree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,09/02/2022 0:00,07/02/2022 0:00,09/02/2022 0:00,07/02/2022 0:00,"""Environment & Facilities""","""Curriculum & Programs""",2022-02,2022,2022-Q1,Closed,25/03/2022 9:02,Blue
9,Echuca,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,09/02/2022 0:00,07/02/2022 0:00,09/02/2022 0:00,07/02/2022 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs""",,2022-02,2022,2022-Q1,Closed,04/03/2022 7:20,Blue
1,Scottsdale,9,Promoter,5. Strongly Agree,4. Agree,3. Neither Agree nor Disagree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,3. Neither Agree nor Disagree,09/02/2022 0:00,07/02/2022 0:00,09/02/2022 0:00,03/02/2022 0:00,"""Environment & Facilities"",""Food & Nutrition""",,2022-02,2022,2022-Q1,None,,Yellow
9,Gunnedah,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,09/02/2022 0:00,07/02/2022 0:00,09/02/2022 0:00,04/02/2022 0:00,"""Campus Directors & Educators""",,2022-02,2022,2022-Q1,Closed,28/02/2022 9:47,Blue
16,Broken Hill,8,Neutral,4. Agree,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,3. Neither Agree nor Disagree,09/02/2022 0:00,07/02/2022 0:00,09/02/2022 0:00,07/02/2022 0:00,"""Campus Directors & Educators""",,2022-02,2022,2022-Q1,None,,Green
1,Glass House Mountains,4,Detractor,4. Agree,4. Agree,3. Neither Agree nor Disagree,1. Strongly Disagree,5. Strongly Agree,4. Agree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,09/02/2022 0:00,07/02/2022 0:00,09/02/2022 0:00,02/02/2022 0:00,"""Cleanliness & Hygiene"",""Environment & Facilities""","""Cleanliness & Hygiene"",""Environment & Facilities""",2022-02,2022,2022-Q1,Closed,13/04/2022 12:57,Yellow
15,Corinda,10,Promoter,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,3. Neither Agree nor Disagree,09/02/2022 0:00,07/02/2022 0:00,09/02/2022 0:00,07/02/2022 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2022-02,2022,2022-Q1,Closed,10/03/2022 10:36,Green
3,Ulverstone,9,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,09/02/2022 0:00,07/02/2022 0:00,09/02/2022 0:00,07/02/2022 0:00,"""Communication"",""Environment & Facilities""",,2022-02,2022,2022-Q1,None,,Red
21,Leeton,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,09/02/2022 0:00,07/02/2022 0:00,09/02/2022 0:00,07/02/2022 0:00,"""Communication"",""Curriculum & Programs"",""Enrolment Process""",,2022-02,2022,2022-Q1,Closed,03/03/2022 13:13,Orange
7,Darley,10,Promoter,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,09/02/2022 0:00,07/02/2022 0:00,09/02/2022 0:00,08/02/2022 0:00,"""Campus Directors & Educators"",""Communication"",""Curriculum & Programs""",,2022-02,2022,2022-Q1,Closed,28/02/2022 9:58,Blue
7,Springwood,7,Neutral,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,09/02/2022 0:00,07/02/2022 0:00,09/02/2022 0:00,07/02/2022 0:00,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",,2022-02,2022,2022-Q1,None,,Blue
23,Launceston,10,Promoter,,,,,,,,,09/02/2022 0:00,07/02/2022 0:00,09/02/2022 0:00,07/02/2022 0:00,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",,2022-02,2022,2022-Q1,In Progress,01/03/2022 10:05,Green
2,Dunsborough,10,Promoter,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,09/02/2022 0:00,07/02/2022 0:00,09/02/2022 0:00,04/02/2022 0:00,"""Campus Directors & Educators"",""Communication""",,2022-02,2022,2022-Q1,Closed,01/03/2022 9:52,Red
2,Goulburn,6,Detractor,4. Agree,4. Agree,4. Agree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,09/02/2022 0:00,07/02/2022 0:00,09/02/2022 0:00,03/02/2022 0:00,"""Curriculum & Programs"",""Fees""","""Environment & Facilities"",""Fees""",2022-02,2022,2022-Q1,Closed,01/03/2022 9:51,Red
7,Lismore,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,09/02/2022 0:00,07/02/2022 0:00,09/02/2022 0:00,07/02/2022 0:00,"""Cleanliness & Hygiene"",""Environment & Facilities""",,2022-02,2022,2022-Q1,Closed,01/03/2022 18:06,Green
5,Irymple,9,Promoter,4. Agree,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,09/02/2022 0:00,07/02/2022 0:00,02/02/2022 0:00,21/01/2022 0:00,"""Campus Directors & Educators""",,2022-02,2022,2022-Q1,Closed,17/03/2022 9:59,Red
20,Sale,5,Detractor,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,3. Neither Agree nor Disagree,4. Agree,3. Neither Agree nor Disagree,09/02/2022 0:00,07/02/2022 0:00,04/02/2022 0:00,03/02/2022 0:00,"""Campus Directors & Educators"",""Curriculum & Programs"",""Fees"",""Head Office Interactions""",,2022-02,2022,2022-Q1,Closed,28/02/2022 15:25,Purple
3,Kingston,9,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,08/02/2022 0:00,07/02/2022 0:00,,26/01/2022 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene""","""Communication"",""Curriculum & Programs""",2022-02,2022,2022-Q1,None,,Red
22,South Grafton,9,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,08/02/2022 0:00,07/02/2022 0:00,04/02/2022 0:00,03/02/2022 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene""",,2022-02,2022,2022-Q1,None,,Green
22,Kangaroo Flat,10,Promoter,5. Strongly Agree,3. Neither Agree nor Disagree,5. Strongly Agree,4. Agree,4. Agree,5. Strongly Agree,3. Neither Agree nor Disagree,4. Agree,08/02/2022 0:00,07/02/2022 0:00,04/02/2022 0:00,01/02/2022 0:00,"""Communication""",,2022-02,2022,2022-Q1,Closed,22/04/2022 11:10,Green
22,Charters Towers,9,Promoter,5. Strongly Agree,3. Neither Agree nor Disagree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,5. Strongly Agree,08/02/2022 0:00,07/02/2022 0:00,,31/01/2022 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene""",,2022-02,2022,2022-Q1,None,,Green
12,Griffith,8,Neutral,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,3. Neither Agree nor Disagree,08/02/2022 0:00,07/02/2022 0:00,04/02/2022 0:00,01/02/2022 0:00,"""Communication""","""Cleanliness & Hygiene"",""Curriculum & Programs"",""Fees""",2022-02,2022,2022-Q1,None,,Blue
14,Caboolture,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,07/02/2022 0:00,07/02/2022 0:00,26/01/2022 0:00,17/01/2022 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2022-02,2022,2022-Q1,Closed,08/02/2022 17:30,Green
5,Hughenden,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,07/02/2022 0:00,07/02/2022 0:00,04/02/2022 0:00,02/02/2022 0:00,"""Campus Directors & Educators"",""Curriculum & Programs""",,2022-02,2022,2022-Q1,Pending,07/02/2022 20:50,Red
12,Port Hedland,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,07/02/2022 0:00,07/02/2022 0:00,04/02/2022 0:00,01/02/2022 0:00,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",,2022-02,2022,2022-Q1,Pending,07/02/2022 20:50,Blue
20,North Tamborine,9,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,07/02/2022 0:00,07/02/2022 0:00,04/02/2022 0:00,02/02/2022 0:00,"""Cleanliness & Hygiene""",,2022-02,2022,2022-Q1,None,,Purple
7,Collie,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,4. Agree,07/02/2022 0:00,07/02/2022 0:00,04/02/2022 0:00,02/02/2022 0:00,"""Curriculum & Programs""",,2022-02,2022,2022-Q1,Closed,01/03/2022 18:06,Purple
23,Kyneton,8,Neutral,3. Neither Agree nor Disagree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,5. Strongly Agree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,06/02/2022 0:00,31/01/2022 0:00,04/02/2022 0:00,01/02/2022 0:00,"""Curriculum & Programs"",""Environment & Facilities""",,2022-02,2022,2022-Q1,None,,Green
2,Mount Gambier,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,06/02/2022 0:00,31/01/2022 0:00,04/02/2022 0:00,03/02/2022 0:00,"""Campus Directors & Educators"",""Curriculum & Programs""",,2022-02,2022,2022-Q1,Closed,01/03/2022 9:53,Red
8,Burpengary,7,Neutral,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,06/02/2022 0:00,31/01/2022 0:00,04/02/2022 0:00,01/02/2022 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene""","""Curriculum & Programs"",""Environment & Facilities""",2022-02,2022,2022-Q1,None,,Blue
22,Charters Towers,4,Detractor,,5. Strongly Agree,5. Strongly Agree,,4. Agree,,3. Neither Agree nor Disagree,,05/02/2022 0:00,31/01/2022 0:00,02/02/2022 0:00,21/01/2022 0:00,"""Cleanliness & Hygiene"",""Environment & Facilities""",,2022-02,2022,2022-Q1,Pending,05/02/2022 20:50,Green
23,Kingaroy,10,Promoter,4. Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,05/02/2022 0:00,31/01/2022 0:00,02/02/2022 0:00,21/01/2022 0:00,"""Curriculum & Programs"",""Environment & Facilities""",,2022-02,2022,2022-Q1,Closed,07/02/2022 10:06,Green
5,Yarrawonga,9,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,05/02/2022 0:00,31/01/2022 0:00,02/02/2022 0:00,21/01/2022 0:00,"""Campus Directors & Educators"",""Environment & Facilities""","""Curriculum & Programs"",""Environment & Facilities""",2022-02,2022,2022-Q1,None,,Red
10,Charleville,8,Neutral,4. Agree,4. Agree,4. Agree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,05/02/2022 0:00,31/01/2022 0:00,26/01/2022 0:00,20/01/2022 0:00,"""Campus Directors & Educators""",,2022-02,2022,2022-Q1,Closed,10/02/2022 9:52,Blue
13,Northam,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,05/02/2022 0:00,31/01/2022 0:00,26/01/2022 0:00,18/01/2022 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2022-02,2022,2022-Q1,Closed,14/02/2022 9:49,Green
16,Campbelltown,9,Promoter,5. Strongly Agree,3. Neither Agree nor Disagree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,05/02/2022 0:00,31/01/2022 0:00,26/01/2022 0:00,18/01/2022 0:00,"""Campus Directors & Educators"",""Curriculum & Programs""",,2022-02,2022,2022-Q1,Closed,06/02/2022 11:17,Green
15,Merrimac,8,Neutral,4. Agree,3. Neither Agree nor Disagree,4. Agree,4. Agree,4. Agree,4. Agree,5. Strongly Agree,4. Agree,05/02/2022 0:00,31/01/2022 0:00,26/01/2022 0:00,20/01/2022 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2022-02,2022,2022-Q1,Closed,17/02/2022 16:45,Green
16,Inverloch,6,Detractor,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,4. Agree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,4. Agree,2. Disagree,05/02/2022 0:00,31/01/2022 0:00,26/01/2022 0:00,18/01/2022 0:00,"""Communication"",""Curriculum & Programs""","""Communication"",""Environment & Facilities""",2022-02,2022,2022-Q1,Closed,11/03/2022 12:14,Blue
2,Mount Evelyn,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,05/02/2022 0:00,31/01/2022 0:00,26/01/2022 0:00,19/01/2022 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2022-02,2022,2022-Q1,Closed,06/02/2022 18:48,Red
24,Tuncurry,8,Neutral,4. Agree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,5. Strongly Agree,3. Neither Agree nor Disagree,5. Strongly Agree,05/02/2022 0:00,31/01/2022 0:00,02/02/2022 0:00,22/01/2022 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs""","""Fees"",""Food & Nutrition""",2022-02,2022,2022-Q1,Closed,10/02/2022 9:38,Purple
1,Katanning,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,05/02/2022 0:00,31/01/2022 0:00,,27/01/2022 0:00,"""Environment & Facilities""",,2022-02,2022,2022-Q1,Closed,25/03/2022 10:18,Yellow
5,Caloundra,9,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,05/02/2022 0:00,31/01/2022 0:00,02/02/2022 0:00,21/01/2022 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2022-02,2022,2022-Q1,Closed,24/02/2022 10:55,Red
7,Smithfield Heights,6,Detractor,3. Neither Agree nor Disagree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,3. Neither Agree nor Disagree,4. Agree,05/02/2022 0:00,31/01/2022 0:00,26/01/2022 0:00,20/01/2022 0:00,"""Curriculum & Programs"",""Environment & Facilities""",,2022-02,2022,2022-Q1,Closed,07/02/2022 10:28,Blue
1,Seymour,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,,5. Strongly Agree,,05/02/2022 0:00,31/01/2022 0:00,26/01/2022 0:00,19/01/2022 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2022-02,2022,2022-Q1,Closed,25/03/2022 10:19,Yellow
22,Stawell,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,05/02/2022 0:00,31/01/2022 0:00,26/01/2022 0:00,19/01/2022 0:00,"""Campus Directors & Educators""",,2022-02,2022,2022-Q1,Closed,14/02/2022 7:13,Green
24,Lara,8,Neutral,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,2. Disagree,05/02/2022 0:00,31/01/2022 0:00,02/02/2022 0:00,22/01/2022 0:00,"""App & Child Updates"",""Communication"",""Curriculum & Programs""","""Communication""",2022-02,2022,2022-Q1,Closed,10/02/2022 13:21,Purple
15,Merrimac,8,Neutral,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,05/02/2022 0:00,31/01/2022 0:00,26/01/2022 0:00,18/01/2022 0:00,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",,2022-02,2022,2022-Q1,Closed,17/02/2022 12:37,Green
22,Bairnsdale,2,Detractor,2. Disagree,3. Neither Agree nor Disagree,5. Strongly Agree,2. Disagree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,05/02/2022 0:00,31/01/2022 0:00,02/02/2022 0:00,21/01/2022 0:00,"""App & Child Updates"",""Campus Directors & Educators"",""Communication"",""Environment & Facilities""","""Campus Directors & Educators"",""Environment & Facilities""",2022-02,2022,2022-Q1,Pending,05/02/2022 20:49,Green
23,Wagga Wagga,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,04/02/2022 0:00,31/01/2022 0:00,,31/01/2022 0:00,"""Curriculum & Programs"",""Environment & Facilities"",""Threat of Leaving""",,2022-02,2022,2022-Q1,Pending,04/02/2022 20:50,Green
20,Bathurst,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,04/02/2022 0:00,31/01/2022 0:00,04/02/2022 0:00,03/02/2022 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2022-02,2022,2022-Q1,Pending,04/02/2022 20:50,Purple
