,Area,City,NPS,NPS Label,Ambience And Atmosphere,Curriculum and Activities,Visit Booking Process,Environment And Facilities,Information and Experience,Questions,Nutritious Meals,Value For Money,Survey Response Date [GMT],Responded Week Starting on [GMT],Survey Sent Date [GMT],Start Date,NPS Feedback Categories,Improvement Feedback Categories,Response Month (YYYY-MM),Response Year (YYYY),Response Quarter (YYYY-Q#),Workflow Status,Last Modified Date,Division,Response_Week
1191,21,Moranbah,10,Promoter,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2022-01-26,2022-01-24,2022-01-26,2022-01-18,"""Curriculum & Programs""","""Campus Directors & Educators"",""Head Office Interactions""",2022-01,2022,2022-Q1,Closed,2022-01-31 09:44:00,Orange,2022-04
1192,15,Merrimac,10,Promoter,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,2022-01-26,2022-01-24,2022-01-26,2022-01-20,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2022-01,2022,2022-Q1,Closed,2022-02-02 23:49:00,Green,2022-04
1193,2,Mount Evelyn,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-26,2022-01-24,2022-01-26,2022-01-18,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-27 09:18:00,Red,2022-04
1194,2,Cannonvale,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-26,2022-01-24,2022-01-26,2022-01-19,"""Campus Directors & Educators""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-27 10:55:00,Red,2022-04
1195,10,Parkes,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-26,2022-01-24,2022-01-26,2022-01-19,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-27 14:35:00,Blue,2022-04
1196,1,Worragee,10,Promoter,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,2022-01-26,2022-01-24,2022-01-26,2022-01-17,"""Communication"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-27 08:41:00,Yellow,2022-04
1197,4,Tahmoor,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,2022-01-26,2022-01-24,2022-01-26,2022-01-19,"""Campus Directors & Educators""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-28 09:25:00,Red,2022-04
1198,2,Penola,9,Promoter,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2022-01-25,2022-01-24,2022-01-19,2022-01-12,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-26 08:44:00,Red,2022-04
1199,17,Sunbury,10,Promoter,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,2022-01-25,2022-01-24,2022-01-14,2022-01-10,"""Campus Directors & Educators""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-26 10:11:00,Green,2022-04
1200,2,Warwick,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-24,2022-01-24,2022-01-14,2022-01-10,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-27 10:49:00,Purple,2022-04
1201,15,Goondiwindi,5,Detractor,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-01-24,2022-01-24,2022-01-14,2022-01-06,"""Curriculum & Programs"",""Fees""",Nan,2022-01,2022,2022-Q1,Closed,2022-02-21 10:05:00,Green,2022-04
1202,20,Adelaide,2,Detractor,2.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,2022-01-24,2022-01-24,2022-01-14,2022-01-06,"""Cleanliness & Hygiene"",""Curriculum & Programs""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-25 13:03:00,Purple,2022-04
1203,3,Chinchilla,10,Promoter,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,2022-01-24,2022-01-24,2022-01-19,2022-01-12,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,Pending,2022-01-24 20:48:00,Red,2022-04
1204,23,Katoomba,7,Neutral,4.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,2022-01-24,2022-01-24,2022-01-14,2022-01-10,"""Cleanliness & Hygiene""","""Cleanliness & Hygiene"",""Environment & Facilities""",2022-01,2022,2022-Q1,None,,Green,2022-04
1205,7,Queenstown,2,Detractor,2.0,2.0,5.0,4.0,2.0,3.0,3.0,2.0,2022-01-24,2022-01-24,2022-01-14,2022-01-12,"""Threat Of Leaving""","""Curriculum & Programs"",""Head Office Interactions""",2022-01,2022,2022-Q1,Closed,2022-01-25 10:38:00,Blue,2022-04
1206,17,Moree,7,Neutral,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2022-01-23,2022-01-17,2022-01-19,2022-01-17,"""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,None,,Green,2022-03
1207,19,Pottsville,8,Neutral,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-23,2022-01-17,2022-01-19,2022-01-12,"""Campus Directors & Educators""",Nan,2022-01,2022,2022-Q1,Closed,2022-05-10 19:15:00,Grey,2022-03
1208,21,Dandenong,9,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2022-01-22,2022-01-17,2022-01-19,2022-01-17,"""Fees""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-24 08:36:00,Orange,2022-03
1209,22,Kurri Kurri,8,Neutral,3.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,2022-01-22,2022-01-17,2022-01-19,2022-01-17,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,None,,Green,2022-03
1210,5,Caloundra,9,Promoter,5.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,2022-01-22,2022-01-17,2022-01-19,2022-01-17,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,Closed,2022-02-16 12:36:00,Red,2022-03
1211,9,Gisborne,9,Promoter,5.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,2022-01-22,2022-01-17,2022-01-19,2022-01-14,"""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,Closed,2022-02-03 10:26:00,Blue,2022-03
1212,16,Mooroopna,0,Detractor,4.0,2.0,5.0,2.0,3.0,4.0,3.0,2.0,2022-01-22,2022-01-17,2022-01-19,2022-01-14,"""Curriculum & Programs"",""Environment & Facilities"",""Head Office Interactions""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-24 09:51:00,Green,2022-03
1213,19,Cloncurry,0,Detractor,2.0,3.0,5.0,3.0,2.0,4.0,3.0,1.0,2022-01-22,2022-01-17,2022-01-19,2022-01-14,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Environment & Facilities"",""Head Office Interactions""",Nan,2022-01,2022,2022-Q1,In Progress,2022-01-25 08:56:00,Grey,2022-03
1214,23,Kyneton,9,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-01-22,2022-01-17,2022-01-19,2022-01-13,"""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,None,,Green,2022-03
1215,1,Katanning,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-22,2022-01-17,2022-01-19,2022-01-12,"""Curriculum & Programs""",Nan,2022-01,2022,2022-Q1,Closed,2022-02-14 12:12:00,Yellow,2022-03
1216,24,Taree,9,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-01-22,2022-01-17,2022-01-19,2022-01-15,"""Curriculum & Programs"",""Head Office Interactions""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-23 21:52:00,Purple,2022-03
1217,9,Beerwah,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2022-01-22,2022-01-17,2022-01-19,2022-01-12,"""Communication""","""Curriculum & Programs""",2022-01,2022,2022-Q1,Closed,2022-01-27 11:16:00,Blue,2022-03
1218,15,Raymond Terrace,9,Promoter,5.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,2022-01-22,2022-01-17,2022-01-19,2022-01-13,"""Campus Directors & Educators"",""Curriculum & Programs"",""Fees""",Nan,2022-01,2022,2022-Q1,None,,Green,2022-03
1219,23,Katoomba,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-22,2022-01-17,2022-01-19,2022-01-13,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,Closed,2022-02-24 08:43:00,Green,2022-03
1220,24,Richmond,8,Neutral,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,2022-01-22,2022-01-17,2022-01-19,2022-01-15,"""Communication"",""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,None,,Blue,2022-03
1221,2,Traralgon,7,Neutral,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,2022-01-22,2022-01-17,2022-01-19,2022-01-14,"""Curriculum & Programs"",""Environment & Facilities""","""Fees""",2022-01,2022,2022-Q1,Closed,2022-01-27 08:41:00,Blue,2022-03
1222,5,Meekatharra,10,Promoter,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,2022-01-22,2022-01-17,2022-01-19,2022-01-12,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-24 13:05:00,Red,2022-03
1223,12,Berri,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-01-22,2022-01-17,2022-01-19,2022-01-13,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-27 09:54:00,Blue,2022-03
1224,9,Gunnedah,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-22,2022-01-17,2022-01-19,2022-01-13,"""Campus Directors & Educators"",""Cleanliness & Hygiene""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-24 09:48:00,Blue,2022-03
1225,19,Port Augusta,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-22,2022-01-17,2022-01-19,2022-01-12,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,Closed,2022-05-08 18:29:00,Grey,2022-03
1226,24,Point Vernon,9,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-01-22,2022-01-17,2022-01-19,2022-01-15,"""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,None,,Green,2022-03
1227,13,Healesville,8,Neutral,5.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,2022-01-21,2022-01-17,2022-01-19,2022-01-12,"""Campus Directors & Educators"",""Curriculum & Programs"",""Head Office Interactions""",Nan,2022-01,2022,2022-Q1,Closed,2022-02-11 17:17:00,Green,2022-03
1228,5,Blaxland,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-21,2022-01-17,2022-01-14,2022-01-07,"""Curriculum & Programs""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-24 11:28:00,Red,2022-03
1229,11,Moss Vale,9,Promoter,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,2022-01-21,2022-01-17,2022-01-19,2022-01-13,"""Communication"",""Curriculum & Programs""",Nan,2022-01,2022,2022-Q1,None,,Blue,2022-03
1230,5,Bargara,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-21,2022-01-17,2022-01-19,2022-01-17,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""","""Curriculum & Programs""",2022-01,2022,2022-Q1,Pending,2022-01-21 20:54:00,Red,2022-03
1231,21,Bomaderry,0,Detractor,1.0,3.0,3.0,3.0,1.0,1.0,5.0,3.0,2022-01-21,2022-01-17,2022-01-19,2022-01-12,"""App & Child Updates"",""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Curriculum & Programs"",""Enrolment Process"",""Environment & Facilities"",""Head Office Interactions""",Nan,2022-01,2022,2022-Q1,Closed,2022-02-03 09:33:00,Orange,2022-03
1232,23,Kyneton,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2022-01-21,2022-01-17,2022-01-05,2021-12-30,"""Campus Directors & Educators"",""Communication"",""Head Office Interactions""",Nan,2022-01,2022,2022-Q1,Pending,2022-01-21 20:54:00,Green,2022-03
1233,11,Yeppoon,10,Promoter,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,2022-01-20,2022-01-17,2022-01-14,2022-01-12,"""Communication"",""Curriculum & Programs"",""Head Office Interactions""",Nan,2022-01,2022,2022-Q1,Pending,2022-01-20 21:02:00,Blue,2022-03
1234,9,Yulara,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-01-20,2022-01-17,2022-01-14,2022-01-11,"""Enrolment Process"",""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-21 15:39:00,Blue,2022-03
1235,14,Bannockburn,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-20,2022-01-17,2022-01-19,2022-01-13,"""Campus Directors & Educators""",Nan,2022-01,2022,2022-Q1,Closed,2022-03-15 09:43:00,Green,2022-03
1236,8,Tumut,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-20,2022-01-17,2022-01-19,2022-01-17,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Environment & Facilities"",""Head Office Interactions""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-21 09:48:00,Blue,2022-03
1237,10,Parkes,10,Promoter,5.0,4.0,2.0,5.0,4.0,5.0,4.0,5.0,2022-01-19,2022-01-17,2022-01-19,2022-01-17,"""Campus Directors & Educators"",""Cleanliness & Hygiene""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-27 14:36:00,Blue,2022-03
1238,23,Halls Creek,8,Neutral,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,2022-01-19,2022-01-17,2022-01-19,2022-01-13,"""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,None,,Nan,2022-03
1239,18,Tweed Heads,4,Detractor,2.0,1.0,5.0,2.0,3.0,5.0,5.0,3.0,2022-01-19,2022-01-17,2022-01-19,2022-01-14,"""App & Child Updates""",Nan,2022-01,2022,2022-Q1,Closed,2022-02-14 10:45:00,Green,2022-03
1240,5,Irymple,7,Neutral,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,2022-01-19,2022-01-17,2022-01-19,2022-01-17,"""Campus Directors & Educators"",""Cleanliness & Hygiene""","""Campus Directors & Educators"",""Communication"",""Curriculum & Programs"",""Environment & Facilities"",""Fees""",2022-01,2022,2022-Q1,Closed,2022-01-27 11:31:00,Green,2022-03
1241,10,Highfields,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-19,2022-01-17,2022-01-19,2022-01-17,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,Closed,2022-03-09 16:42:00,Blue,2022-03
1242,17,Wauchope,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,2022-01-19,2022-01-17,2022-01-19,2022-01-13,"""Campus Directors & Educators""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-20 15:12:00,Green,2022-03
1243,3,Rutherford,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-19,2022-01-17,2022-01-19,2022-01-12,"""Cleanliness & Hygiene""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-26 08:29:00,Red,2022-03
1244,3,Rutherford,9,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-01-19,2022-01-17,2022-01-19,2022-01-14,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities"",""Food & Nutrition""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-20 13:33:00,Red,2022-03
1245,10,Murwillumbah,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-19,2022-01-17,2022-01-19,2022-01-12,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs"",""Environment & Facilities"",""Head Office Interactions""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-27 10:56:00,Blue,2022-03
1246,22,Bairnsdale,8,Neutral,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,2022-01-19,2022-01-17,2022-01-19,2022-01-12,"""Communication""",Nan,2022-01,2022,2022-Q1,None,,Green,2022-03
1247,13,Ipswich,9,Promoter,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,2022-01-19,2022-01-17,2022-01-19,2022-01-13,"""Campus Directors & Educators""",Nan,2022-01,2022,2022-Q1,Closed,2022-02-09 11:43:00,Green,2022-03
1248,23,Wagga Wagga,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-19,2022-01-17,2022-01-19,2022-01-17,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2022-01,2022,2022-Q1,Pending,2022-01-19 21:01:00,Green,2022-03
1249,22,Kurri Kurri,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2022-01-19,2022-01-17,2022-01-19,2022-01-14,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Food & Nutrition""",Nan,2022-01,2022,2022-Q1,Closed,2022-02-03 12:28:00,Green,2022-03
1250,16,Ouyen,7,Neutral,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,2022-01-19,2022-01-17,2022-01-19,2022-01-13,"""Campus Directors & Educators"",""Curriculum & Programs""","""Curriculum & Programs"",""Environment & Facilities""",2022-01,2022,2022-Q1,Closed,2022-01-27 15:02:00,Green,2022-03
1251,9,Echuca,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-19,2022-01-17,2022-01-14,2022-01-11,"""Curriculum & Programs""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-20 09:29:00,Blue,2022-03
1252,20,Bathurst,8,Neutral,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-19,2022-01-17,2022-01-19,2022-01-13,"""Campus Directors & Educators"",""Head Office Interactions""",Nan,2022-01,2022,2022-Q1,None,,Purple,2022-03
1253,23,Kyneton,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-19,2022-01-17,2022-01-19,2022-01-17,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs""",Nan,2022-01,2022,2022-Q1,Pending,2022-01-19 21:02:00,Green,2022-03
1254,3,North Mackay,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-01-19,2022-01-17,2022-01-19,2022-01-12,"""Communication""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-27 11:35:00,Red,2022-03
1255,2,Busselton,8,Neutral,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,2022-01-19,2022-01-17,2022-01-19,2022-01-14,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2022-01,2022,2022-Q1,None,,Red,2022-03
1256,20,Forster,0,Detractor,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-01-19,2022-01-17,2022-01-19,2022-01-14,"""Head Office Interactions""",Nan,2022-01,2022,2022-Q1,Closed,2022-02-17 12:19:00,Purple,2022-03
1257,2,Dunsborough,8,Neutral,5.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,2022-01-19,2022-01-17,2022-01-19,2022-01-12,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities"",""Food & Nutrition""",Nan,2022-01,2022,2022-Q1,None,,Blue,2022-03
1258,1,Goonellabah,9,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-01-19,2022-01-17,2022-01-19,2022-01-13,"""Cleanliness & Hygiene""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-27 10:57:00,Yellow,2022-03
1259,3,Palmwoods,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-19,2022-01-17,2022-01-19,2022-01-14,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-20 13:41:00,Red,2022-03
1260,8,Albury,9,Promoter,4.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,2022-01-19,2022-01-17,2022-01-19,2022-01-14,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-27 11:00:00,Blue,2022-03
1261,21,Cranbourne,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-01-19,2022-01-17,2022-01-19,2022-01-17,"""Campus Directors & Educators"",""Curriculum & Programs"",""Head Office Interactions""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-26 17:46:00,Orange,2022-03
1262,16,Campbelltown,7,Neutral,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,2022-01-19,2022-01-17,2022-01-19,2022-01-14,"""App & Child Updates"",""Communication"",""Curriculum & Programs"",""Head Office Interactions"",""Threat Of Leaving""","""App & Child Updates"",""Head Office Interactions""",2022-01,2022,2022-Q1,Closed,2022-01-20 13:23:00,Green,2022-03
1263,7,Darley,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-19,2022-01-17,2022-01-19,2022-01-13,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-24 11:22:00,Blue,2022-03
1264,17,Kalbarri,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-01-19,2022-01-17,2022-01-19,2022-01-14,"""Campus Directors & Educators"",""Curriculum & Programs"",""Staff Retention & Turnover""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-28 11:54:00,Green,2022-03
1265,3,North Mackay,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-19,2022-01-17,2022-01-19,2022-01-13,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-27 11:37:00,Red,2022-03
1266,14,Mildura,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2022-01-19,2022-01-17,2022-01-19,2022-01-13,"""Campus Directors & Educators"",""Communication""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-27 10:52:00,Green,2022-03
1267,24,Warragul,9,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2022-01-19,2022-01-17,2022-01-19,2022-01-15,"""Campus Directors & Educators"",""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,None,,Purple,2022-03
1268,23,Katoomba,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-19,2022-01-17,2022-01-19,2022-01-12,"""Communication""",Nan,2022-01,2022,2022-Q1,Closed,2022-02-24 08:56:00,Green,2022-03
1269,11,Deniliquin,9,Promoter,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2022-01-19,2022-01-17,2022-01-19,2022-01-17,"""Campus Directors & Educators"",""Communication"",""Curriculum & Programs""",Nan,2022-01,2022,2022-Q1,None,,Blue,2022-03
1270,13,Port Denison,10,Promoter,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2022-01-19,2022-01-17,2022-01-14,2022-01-06,"""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-20 17:40:00,Green,2022-03
1271,11,Frankston,10,Promoter,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2022-01-19,2022-01-17,2022-01-19,2022-01-13,"""Cleanliness & Hygiene""",Nan,2022-01,2022,2022-Q1,Pending,2022-01-19 21:03:00,Blue,2022-03
1272,21,Ingham,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-18,2022-01-17,2022-01-14,2022-01-11,"""Campus Directors & Educators"",""Cleanliness & Hygiene""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-27 09:48:00,Orange,2022-03
1273,23,Katoomba,9,Promoter,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,2022-01-17,2022-01-17,2022-01-14,2022-01-06,"""Curriculum & Programs""",Nan,2022-01,2022,2022-Q1,None,,Green,2022-03
1274,11,Mount Barker,9,Promoter,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,2022-01-17,2022-01-17,2022-01-14,2022-01-06,"""Campus Directors & Educators""",Nan,2022-01,2022,2022-Q1,None,,Blue,2022-03
1275,21,Esperance,9,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-01-17,2022-01-17,2022-01-14,2022-01-11,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2022-01,2022,2022-Q1,Closed,2022-02-03 14:12:00,Orange,2022-03
1276,3,Chinchilla,9,Promoter,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2022-01-17,2022-01-17,2022-01-05,2021-12-31,"""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,None,,Blue,2022-03
1277,10,Parkes,8,Neutral,5.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,2022-01-17,2022-01-17,2022-01-05,2021-12-29,"""App & Child Updates"",""Campus Directors & Educators"",""Communication"",""Curriculum & Programs"",""Environment & Facilities""","""Communication""",2022-01,2022,2022-Q1,Closed,2022-01-27 14:41:00,Blue,2022-03
1278,6,Wyndham,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2022-01-17,2022-01-17,2022-01-14,2022-01-06,"""Campus Directors & Educators"",""Curriculum & Programs""",Nan,2022-01,2022,2022-Q1,Closed,2022-05-17 10:38:00,Red,2022-03
1279,15,Corinda,7,Neutral,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,2022-01-17,2022-01-17,2022-01-14,2022-01-07,"""Curriculum & Programs""",Nan,2022-01,2022,2022-Q1,Closed,2022-02-17 12:08:00,Green,2022-03
1280,11,Narre Warren North,10,Promoter,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2022-01-17,2022-01-17,2022-01-14,2022-01-10,"""Campus Directors & Educators"",""Communication"",""Curriculum & Programs""",Nan,2022-01,2022,2022-Q1,Closed,2022-01-24 10:36:00,Green,2022-03
1281,13,Rye,0,Detractor,5.0,4.0,1.0,2.0,5.0,5.0,4.0,3.0,2022-01-17,2022-01-17,2022-01-14,2022-01-12,"""Communication"",""Curriculum & Programs"",""Environment & Facilities"",""Head Office Interactions""","""Communication"",""Head Office Interactions""",2022-01,2022,2022-Q1,Closed,2022-01-26 14:20:00,Purple,2022-03
1282,22,Nambucca Heads,7,Neutral,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,2022-01-17,2022-01-17,2022-01-14,2022-01-10,"""Campus Directors & Educators"",""Communication"",""Curriculum & Programs"",""Environment & Facilities""",Nan,2022-01,2022,2022-Q1,None,,Green,2022-03
